组件名称,组件类型,父组件,导入的API函数,URL,说明
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/jtrychForm","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/jtrychForm","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/punishmentQuery","路由组件","","queryWjcfxx","/jxj/v3/xgWjcfWjcfxx/queryWjcfxx","queryWjcfxx"
"/xgxt/punishmentQuery","路由组件","","getByDefKeyBizKey","/business/v3/bpm/instance/getByDefKeyBizKey","根据流程定义key和业务主键获取相关流程实例@param {} params"
"/xgxt/punishmentQuery","路由组件","","flowHistory","/business/v3/bpm/instance/flowHistory","流程图@param {} paramsexport function flowImage(params) {return request({url: BPMN_URL() + '/bpm/instance/flowImage',method: 'get',params: params})}审批历史@param {} params"
"/xgxt/punishmentQuery","路由组件","","queryStudentInfoByAccount","/jczy/v3/xgJczyXs0101/queryStudentInfoByAccount","自动获取学生id和基本信息@param {} params"
"/xgxt/cfssForm","路由组件","","queryWjcfxx","/jxj/v3/xgWjcfWjcfxx/queryWjcfxx","queryWjcfxx"
"/xgxt/cfssForm","路由组件","","cfjcSave","/jxj/v3/xgWjcfCfcl/save","cfjcSave"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfssForm","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfssForm","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfssForm","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfssForm","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfssForm","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfssForm","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/cfjcForm","路由组件","","queryWjcfxx","/jxj/v3/xgWjcfWjcfxx/queryWjcfxx","queryWjcfxx"
"/xgxt/cfjcForm","路由组件","","cfjcSave","/jxj/v3/xgWjcfCfcl/save","cfjcSave"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfjcForm","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfjcForm","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfjcForm","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfjcForm","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfjcForm","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfjcForm","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/cfckForm","路由组件","","queryWjcfxx","/jxj/v3/xgWjcfWjcfxx/queryWjcfxx","queryWjcfxx"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfckForm","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfckForm","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfckForm","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfckForm","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfckForm","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/cfckForm","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/yxtjWsyxtj","路由组件","","queryTjYxwcqk","/yxxt/v3/xgYxTjXsxx/tjWsyxwcqk","queryTjYxwcqk"
"/xgxt/yxtjWsyxtj","路由组件","","queryYxbdl","/yxxt/v3/xgYxTjXsxx/queryYxbdl","queryYxbdl"
"/xgxt/yxtjWsyxtj","路由组件","","queryxgYxPcxx","/yxxt/v3/xgYxPcxx/query","queryxgYxPcxx"
"/xgxt/yxtjYxbdtj","路由组件","","querySsbdl","/yxxt/v3/xgYxTjXsxx/querySsbdl","querySsbdl"
"/xgxt/yxtjYxbdtj","路由组件","","queryYxbdl","/yxxt/v3/xgYxTjXsxx/queryYxbdl","queryYxbdl"
"/xgxt/yxtjYxbdtj","路由组件","","queryxgYxPcxx","/yxxt/v3/xgYxPcxx/query","queryxgYxPcxx"
"/xgxt/yxtjZybdtj","路由组件","","queryYxGzybdl","/yxxt/v3/xgYxTjXsxx/queryYxGzybdl","queryYxGzybdl"
"/xgxt/yxtjZybdtj","路由组件","","queryYx","/jczy/v3/xgJczyXx0301/query","queryYx"
"/xgxt/qxyxtj","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/qxyxtj","路由组件","","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"/xgxt/qxyxtj","路由组件","","ghjbdqktj","/yxxt/v3/yxTjcx/ghjbdqktj","ghjbdqktj"
"/xgxt/qxyxtj","路由组件","","cwrzqktj","/yxxt/v3/yxTjcx/cwrzqktj","cwrzqktj"
"views/modules/yxtj/qxyxtj/gxslbbdtj.vue","Vue组件","/xgxt/qxyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/qxyxtj/gxslbbdtj.vue","Vue组件","/xgxt/qxyxtj","gxspyccbdtj","/yxxt/v3/yxTjcx/gxspyccbdtj","gxspyccbdtj"
"views/modules/yxtj/qxyxtj/gsfbdtj.vue","Vue组件","/xgxt/qxyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/qxyxtj/gsfbdtj.vue","Vue组件","/xgxt/qxyxtj","gsfbdtj","/yxxt/v3/yxTjcx/gsfbdtj","gsfbdtj"
"/xgxt/xyyxtj","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/xyyxtj","路由组件","","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"/xgxt/xyyxtj","路由组件","","ghjbdqktj","/yxxt/v3/yxTjcx/ghjbdqktj","ghjbdqktj"
"views/modules/yxtj/xyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/xyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/xyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/xyyxtj","gxspyccbdtj","/yxxt/v3/yxTjcx/gxspyccbdtj","gxspyccbdtj"
"views/modules/yxtj/xyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/xyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/xyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/xyyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/xyyxtj/gsfbdtj.vue","Vue组件","/xgxt/xyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/xyyxtj/gsfbdtj.vue","Vue组件","/xgxt/xyyxtj","gsfbdtj","/yxxt/v3/yxTjcx/gsfbdtj","gsfbdtj"
"views/modules/yxtj/xyyxtj/gsfbdtj.vue","Vue组件","/xgxt/xyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/xyyxtj/gsfbdtj.vue","Vue组件","/xgxt/xyyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/xyyxtj/gxytj.vue","Vue组件","/xgxt/xyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/xyyxtj/gxytj.vue","Vue组件","/xgxt/xyyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"/xgxt/zyyxtj","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/zyyxtj","路由组件","","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"/xgxt/zyyxtj","路由组件","","ghjbdqktj","/yxxt/v3/yxTjcx/ghjbdqktj","ghjbdqktj"
"views/modules/yxtj/zyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/zyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/zyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/zyyxtj","gxspyccbdtj","/yxxt/v3/yxTjcx/gxspyccbdtj","gxspyccbdtj"
"views/modules/yxtj/zyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/zyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/zyyxtj/gxslbbdtj.vue","Vue组件","/xgxt/zyyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/zyyxtj/gsfbdtj.vue","Vue组件","/xgxt/zyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/zyyxtj/gsfbdtj.vue","Vue组件","/xgxt/zyyxtj","gsfbdtj","/yxxt/v3/yxTjcx/gsfbdtj","gsfbdtj"
"views/modules/yxtj/zyyxtj/gsfbdtj.vue","Vue组件","/xgxt/zyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/zyyxtj/gsfbdtj.vue","Vue组件","/xgxt/zyyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/zyyxtj/gzytj.vue","Vue组件","/xgxt/zyyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/zyyxtj/gzytj.vue","Vue组件","/xgxt/zyyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"/xgxt/bjyxtj","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/bjyxtj","路由组件","","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"/xgxt/bjyxtj","路由组件","","ghjbdqktj","/yxxt/v3/yxTjcx/ghjbdqktj","ghjbdqktj"
"views/modules/yxtj/bjyxtj/gxslbbdtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gxslbbdtj.vue","Vue组件","/xgxt/bjyxtj","gxspyccbdtj","/yxxt/v3/yxTjcx/gxspyccbdtj","gxspyccbdtj"
"views/modules/yxtj/bjyxtj/gxslbbdtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gxslbbdtj.vue","Vue组件","/xgxt/bjyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/bjyxtj/gxslbbdtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gxslbbdtj.vue","Vue组件","/xgxt/bjyxtj","cxxsQuery","/yxxt/v3/yxXsxx/query","cxxsQuery"
"views/modules/yxtj/bjyxtj/gsfbdtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gsfbdtj.vue","Vue组件","/xgxt/bjyxtj","gsfbdtj","/yxxt/v3/yxTjcx/gsfbdtj","gsfbdtj"
"views/modules/yxtj/bjyxtj/gsfbdtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gsfbdtj.vue","Vue组件","/xgxt/bjyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/bjyxtj/gsfbdtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gsfbdtj.vue","Vue组件","/xgxt/bjyxtj","cxxsQuery","/yxxt/v3/yxXsxx/query","cxxsQuery"
"views/modules/yxtj/bjyxtj/gbjtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gbjtj.vue","Vue组件","/xgxt/bjyxtj","yhqxfztj","/yxxt/v3/yxTjcx/yhqxfztj","yhqxfztj"
"views/modules/yxtj/bjyxtj/gbjtj.vue","Vue组件","/xgxt/bjyxtj","xsbdtj","/yxxt/v3/yxTjcx/xsbdtj","xsbdtj"
"views/modules/yxtj/bjyxtj/gbjtj.vue","Vue组件","/xgxt/bjyxtj","cxxsQuery","/yxxt/v3/yxXsxx/query","cxxsQuery"
"/xgxt/collectsh","路由组件","","queryRxnj","/yxxt/v3/yxYxfwPc/queryRxnj","queryRxnj"
"/xgxt/collectsh","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/collectsh","路由组件","","xgJczyXx0301","/jczy/v3/xgJczyXx0301/view","xgJczyXx0301"
"/xgxt/collectsh","路由组件","","xgJczyJx01","/jczy/v3/xgJczyJx01/view","xgJczyJx01"
"/xgxt/collectsh","路由组件","","xgJczyXx04","/jczy/v3/xgJczyXx04/view","xgJczyXx04"
"/xgxt/collectsh","路由组件","","queryJczyXx0103","/jczy/v3/xgJczyXx0103/view","queryJczyXx0103"
"/xgxt/collectsh","路由组件","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"views/modules/yxtj/sjsh/components/dsh.vue","Vue组件","/xgxt/collectsh","yxWsyxZlsjList","/yxxt/v3/yxWsyxZlsj/query","yxWsyxZlsjList"
"views/modules/yxtj/sjsh/components/shhistory.vue","Vue组件","/xgxt/collectsh","yxWsyxZlsjList","/yxxt/v3/yxWsyxZlsj/query","yxWsyxZlsjList"
"/xgxt/collectDetail","路由组件","","getJgxx","/xssw/v3/zxgl/yygl/getJgxx","getJgxx"
"/xgxt/collectDetail","路由组件","","tearchYysq","/xssw/v3/zxgl/yygl/jg/yysq","tearchYysq"
"/xgxt/collectDetail","路由组件","","getYyxx","/xssw/v3/zxgl/yygl/get","getYyxx"
"/xgxt/collectDetail","路由组件","","undoYysq","/xssw/v3/zxgl/yygl/undoYysq","undoYysq"
"/xgxt/collectDetail","路由组件","","yxWsyxZlsj","/yxxt/v3/yxWsyxZlsj/get","yxWsyxZlsj"
"/xgxt/collectDetail","路由组件","","audit","/yxxt/v3/yxWsyxZlsj/shXszlsj","audit"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/collectDetail","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/collectDetail","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/collectDetail","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/collectDetail","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/collectDetail","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/collectDetail","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/rlsbsh","路由组件","","queryRxnj","/yxxt/v3/yxYxfwPc/queryRxnj","queryRxnj"
"/xgxt/rlsbsh","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/rlsbsh","路由组件","","xgJczyXx0301","/jczy/v3/xgJczyXx0301/view","xgJczyXx0301"
"/xgxt/rlsbsh","路由组件","","xgJczyJx01","/jczy/v3/xgJczyJx01/view","xgJczyJx01"
"/xgxt/rlsbsh","路由组件","","xgJczyXx04","/jczy/v3/xgJczyXx04/view","xgJczyXx04"
"/xgxt/rlsbsh","路由组件","","queryJczyXx0103","/jczy/v3/xgJczyXx0103/view","queryJczyXx0103"
"/xgxt/rlsbsh","路由组件","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"views/modules/yxtj/rlsbExamine/components/dsh.vue","Vue组件","/xgxt/rlsbsh","getrlsbshList","/yxxt/v3/yxRlhsRlhsmd/queryYxRlhsRlhsmd","getrlsbshList"
"views/modules/yxtj/rlsbExamine/components/shhistory.vue","Vue组件","/xgxt/rlsbsh","getrlsbshList","/yxxt/v3/yxRlhsRlhsmd/queryYxRlhsRlhsmd","getrlsbshList"
"/xgxt/rlsbDetail","路由组件","","getJgxx","/xssw/v3/zxgl/yygl/getJgxx","getJgxx"
"/xgxt/rlsbDetail","路由组件","","tearchYysq","/xssw/v3/zxgl/yygl/jg/yysq","tearchYysq"
"/xgxt/rlsbDetail","路由组件","","getYyxx","/xssw/v3/zxgl/yygl/get","getYyxx"
"/xgxt/rlsbDetail","路由组件","","undoYysq","/xssw/v3/zxgl/yygl/undoYysq","undoYysq"
"/xgxt/rlsbDetail","路由组件","","getYxXsxxById","/yxxt/v3/yxXsxx/getYxXsxxById","getYxXsxxById"
"/xgxt/rlsbDetail","路由组件","","saveRlsb","/yxxt/v3/yxRlhsRlhsmd/rlhsShSave","saveRlsb"
"/xgxt/rlsbDetail","路由组件","","getRlhsXq","/yxxt/v3/yxRlhsRlhsmd/get","getRlhsXq"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/rlsbDetail","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/rlsbDetail","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/rlsbDetail","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/rlsbDetail","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/rlsbDetail","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/rlsbDetail","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/blxjsh","路由组件","","queryRxnj","/yxxt/v3/yxYxfwPc/queryRxnj","queryRxnj"
"/xgxt/blxjsh","路由组件","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj"
"/xgxt/blxjsh","路由组件","","xgJczyXx0301","/jczy/v3/xgJczyXx0301/view","xgJczyXx0301"
"/xgxt/blxjsh","路由组件","","xgJczyJx01","/jczy/v3/xgJczyJx01/view","xgJczyJx01"
"/xgxt/blxjsh","路由组件","","xgJczyXx04","/jczy/v3/xgJczyXx04/view","xgJczyXx04"
"/xgxt/blxjsh","路由组件","","queryJczyXx0103","/jczy/v3/xgJczyXx0103/view","queryJczyXx0103"
"/xgxt/blxjsh","路由组件","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"views/modules/yxtj/blxjExamine/components/dsh.vue","Vue组件","/xgxt/blxjsh","queryYxBlrxzg","/yxxt/v3/yxWsyxBlrxzg/queryYxBlrxzg","queryYxBlrxzg"
"views/modules/yxtj/blxjExamine/components/shhistory.vue","Vue组件","/xgxt/blxjsh","queryYxBlrxzg","/yxxt/v3/yxWsyxBlrxzg/queryYxBlrxzg","queryYxBlrxzg"
"/xgxt/blxjDetail","路由组件","","getJgxx","/xssw/v3/zxgl/yygl/getJgxx","getJgxx"
"/xgxt/blxjDetail","路由组件","","tearchYysq","/xssw/v3/zxgl/yygl/jg/yysq","tearchYysq"
"/xgxt/blxjDetail","路由组件","","getYyxx","/xssw/v3/zxgl/yygl/get","getYyxx"
"/xgxt/blxjDetail","路由组件","","undoYysq","/xssw/v3/zxgl/yygl/undoYysq","undoYysq"
"/xgxt/blxjDetail","路由组件","","getYxXsxxById","/yxxt/v3/yxXsxx/getYxXsxxById","getYxXsxxById"
"/xgxt/blxjDetail","路由组件","","getBlxjxx","/yxxt/v3/yxWsyxBlrxzg/get","getBlxjxx"
"/xgxt/blxjDetail","路由组件","","shBlxjzg","/yxxt/v3/yxWsyxBlrxzg/shBlxjzg","shBlxjzg"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/blxjDetail","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/blxjDetail","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/blxjDetail","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/blxjDetail","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/blxjDetail","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"business/platform/file/uploader/index.vue","Vue组件","/xgxt/blxjDetail","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"/xgxt/wsyxhjgl","路由组件","","queryStuInfo","/yxxt/v3/yxXsxx/getYxXsxxByParam?kshXhOrSfzjh=ids","queryStuInfo"
"/xgxt/wsyxhjgl","路由组件","","queryLinkInfo","/yxxt/v3/yxWsyxXshjbl/getXsWsyxHjCx?yxXsxxId=ids","queryLinkInfo"
"/xgxt/wsyxhjgl","路由组件","","recallLink","/yxxt/v3/yxWsyxHjCxjl/cxWsyxXshjbl?yxWsyxXshjblId=ids","recallLink"
"/xgxt/yx_info","路由组件","","","",""
"/xgxt/yx_detail","路由组件","","","",""
"/xgxt/xcyxbl","路由组件","","queryStuInfo","/yxxt/v3/yxXsxx/getYxXsxxByParam?kshXhOrSfzjh=ids","queryStuInfo"
"/xgxt/xcyxbl","路由组件","","queryFieldLink","/yxxt/v3/yxYxblXcbl/getXsXcblHjQk","queryFieldLink"
"/xgxt/xcyxbl","路由组件","","getHandleProgress","/yxxt/v3/yxYxblXcbl/getJgQxHjBlTjQk","getHandleProgress"
"/xgxt/xcyxbl","路由组件","","getChargeInfo","/yxxt/v3/yxXsxx/getXsJfqkList","getChargeInfo"
"/xgxt/xcyxbl","路由组件","","savehandleLink","/yxxt/v3/yxYxblXcbl/xchjblSave","savehandleLink"
"/xgxt/xcyxbl","路由组件","","getDormInfo","/ssgl/v3''/yxfwSsgn/ssfp/get","getDormInfo"
"/xgxt/xcyxbl","路由组件","","checkXsIsZd","/yxxt/v3/yxYxblXcbl/checkXsIsZd","checkXsIsZd"
"/xgxt/xcyxbl_fpss","路由组件","","getSslFjCxtj","/ssgl/v3''/yxfwSsgn/ssfp/getSslFjCxtj","getSslFjCxtj"
"/xgxt/xcyxbl_fpss","路由组件","","listZdFjbzQxfwList","/ssgl/v3''/sgJczyZdFjbz/qxfwList","listZdFjbzQxfwList"
"/xgxt/xcyxbl_fpss","路由组件","","getSslFj","/ssgl/v3''/yxfwSsgn/ssfp/getSslFj","getSslFj"
"/xgxt/xcyxbl_fpss","路由组件","","getSslFjCw","/ssgl/v3''/yxfwSsgn/ssfp/getSslFjCw","getSslFjCw"
