组件名称,组件类型,父组件,导入的API函数,URL,说明
"/xgxt/yxxtOld/index","路由组件","","viewXsxxBd","/yxxt/v3/xgYxXsxx/bd/view","viewXsxxBd"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","yxInfoTop","/yxxt/v3/xgYxXxfb/list","yxInfoTop"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","getxgJczyQrcode","/jczy/v3/xgJczyQrcode/generate","getxgJczyQrcode"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","getFormData","/business/v3/form/def/getFormData","通过formkey获取表单定义数据@param {} paramsexport function getFormDataByFormKey(params) {return request({url: FORM_URL() + '/form/def/getFormDataByFormKey',method: 'get',params})}获取表单定义数据@param {} params"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","queryfwsz","/yxxt/v3/xgYxXsfwsz/query","queryfwsz"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","getwcqk","/yxxt/v3/xgYxXsfwbl/wcqk","getwcqk"
"views/modules/yxxtOld/components/home.vue","Vue组件","/xgxt/yxxtOld/index","queryQyfwkp","/yxxt/v3/xgYxXsfwkpsz/queryQyfwkp","queryQyfwkp"
"views/modules/yxxtOld/components/commonProblem.vue","Vue组件","/xgxt/yxxtOld/index","queryZxwt","/yxxt/v3/xgYxZxwt/query","queryZxwt"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","queryPageList","/platform/v3/system/news/query","查询列表数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","remove","/platform/v3/system/news/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/system/news/query',method: 'post',data: params})}删除数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","save","/platform/v3/system/news/save","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/system/news/remove',method: 'post',isLoading: true,params: params})}保存数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","saveDraft","/platform/v3/system/news/saveDraft","保存数据@param {} paramsexport function save(params) {return request({url: SYSTEM_URL() + '/system/news/save',method: 'post',isLoading: true,data: params})}保存草稿数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","get","/platform/v3/system/news/get","保存草稿数据@param {} paramsexport function saveDraft(params) {return request({url: SYSTEM_URL() + '/system/news/saveDraft',method: 'post',isLoading: true,data: params})}获取数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","load","/platform/v3/employee/load","获取数据@param {} paramsexport function get(params, isLoading = false) {return request({url: ORG_URL() + '/employee/get',method: 'get',params,isLoading})}获取数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"views/platform/notice/index.vue","Vue组件","/xgxt/yxxtOld/index","findTreeData","/platform/v3/cat/type/findTreeData","根据分类组键获取分类信息@param {} params"
"views/modules/yxxtOld/components/newStudentRegistrationForm.vue","Vue组件","/xgxt/yxxtOld/index","viewXsxxBd","/yxxt/v3/xgYxXsxx/bd/view","viewXsxxBd"
"views/modules/yxxtOld/components/newStudentRegistrationForm.vue","Vue组件","/xgxt/yxxtOld/index","queryLchj","/yxxt/v3/xgYxLchj/query","queryLchj"
"views/modules/yxxtOld/components/newStudentRegistrationForm.vue","Vue组件","/xgxt/yxxtOld/index","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"/announcement","路由组件","","queryPageList","/platform/v3/system/news/query","查询列表数据@param {} params"
"/announcement","路由组件","","remove","/platform/v3/system/news/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/system/news/query',method: 'post',data: params})}删除数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","save","/platform/v3/system/news/save","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/system/news/remove',method: 'post',isLoading: true,params: params})}保存数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","saveDraft","/platform/v3/system/news/saveDraft","保存数据@param {} paramsexport function save(params) {return request({url: SYSTEM_URL() + '/system/news/save',method: 'post',isLoading: true,data: params})}保存草稿数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","get","/platform/v3/system/news/get","保存草稿数据@param {} paramsexport function saveDraft(params) {return request({url: SYSTEM_URL() + '/system/news/saveDraft',method: 'post',isLoading: true,data: params})}获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","load","/platform/v3/employee/load","获取数据@param {} paramsexport function get(params, isLoading = false) {return request({url: ORG_URL() + '/employee/get',method: 'get',params,isLoading})}获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","query","/platform/v3/employee/query","查询列表数据[用于用户选择器使用]@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","get","/platform/v3/employee/get","获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","findTreeData","/platform/v3/org/findTreeData","findTreeData"
"views/platform/notice/edit.vue","Vue组件","/announcement","get","/platform/v3/org/get","获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","getScriptValue","/business/v3/form/def/getScriptValue","获取goovry脚本的值@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","findTreeData","/platform/v3/position/findTreeData","获取制定用户岗位列表@param {} paramsexport function getPositionByUserId(params) {return request({url: ORG_URL() + '/position/findByUserId',method: 'get',params: params})}查询岗位树【懒加载】@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","get","/platform/v3/position/get","获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","getScriptValue","/business/v3/form/def/getScriptValue","获取goovry脚本的值@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","queryPageList","/platform/v3/role/queryWithSysBySysId","查询列表数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","queryRoleScope","/platform/v3/role/query","queryRoleScope"
"views/platform/notice/edit.vue","Vue组件","/announcement","get","/platform/v3/role/get","获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","getScriptValue","/business/v3/form/def/getScriptValue","获取goovry脚本的值@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","findAllSubsystem","/platform/v3/auth/sub/system/findAllSubSystem","查询列表数据"
"views/platform/notice/edit.vue","Vue组件","/announcement","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"views/platform/notice/edit.vue","Vue组件","/announcement","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"views/platform/notice/edit.vue","Vue组件","/announcement","findTreeData","/platform/v3/cat/type/findTreeData","根据分类组键获取分类信息@param {} params"
"/xgxt/oldindex","路由组件","","","",""
"/xgxt/grzx","路由组件","","","",""
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","saveJhrxx","/yxxt/v3/xgYxJtcy/jhr/save","saveJhrxx"
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","queryJhrxx","/yxxt/v3/xgYxJtcy/jhr/query","queryJhrxx"
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/informationCollect.vue","Vue组件","/xgxt/grzx","updateByAccount","/yxxt/v3/xgYxXsxx/updateByAccount","updateByAccount"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","viewDzdj","/yxxt/v3/xgYxDzdj/view","viewDzdj"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","saveDzdj","/yxxt/v3/xgYxDzdj/save","saveDzdj"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","getByKey","/business/v3/data/template/getByKey","判断模版key是否存在@param {} paramsexport function isKeyExists(params) {return request({url: DATA_URL() + '/data/template/isKeyExists',method: 'post',params: params})}获取数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","queryDataTable","/business/v3/data/template/queryDataTable","获取列表数据@param {} paramsexport function queryDataByKey(params, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryDataByKey',method: 'post',data: params,isLoading})}获取列表数据@param {"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"views/modules/yxxtOld/components/inproveInformation/toRegister.vue","Vue组件","/xgxt/grzx","getAreaData","/platform/v3/cat/area/getData","getAreaData"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","setXsxxGrxxwcqk","/yxxt/v3/xgYxXsxx/grxxwcqk/set","setXsxxGrxxwcqk"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","queryStuRzxx","/ssgl/v3/xgSsglXsrz/queryStuRzxx","queryStuRzxx"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","querySscw","/ssgl/v3/xgSsglXsrz/querySscw","querySscw"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","savexgSsglXsrz","/ssgl/v3/xgSsglXsrz/save","savexgSsglXsrz"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/primaryDormitory.vue","Vue组件","/xgxt/grzx","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"views/modules/yxxtOld/components/inproveInformation/militaryUniform.vue","Vue组件","/xgxt/grzx","xgYxYxjxfz","/yxxt/v3/xgYxYxjxfz/view","xgYxYxjxfz"
"views/modules/yxxtOld/components/inproveInformation/militaryUniform.vue","Vue组件","/xgxt/grzx","saveJxfz","/yxxt/v3/xgYxYxjxfz/save","saveJxfz"
"views/modules/yxxtOld/components/inproveInformation/militaryUniform.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/militaryUniform.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/chooseProduct.vue","Vue组件","/xgxt/grzx","getCsypfbzBySfxn","/sfgl/v3/sfxmb/getCsypfbzBySfxn","getCsypfbzBySfxn"
"views/modules/yxxtOld/components/inproveInformation/chooseProduct.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/chooseProduct.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/chooseProduct.vue","Vue组件","/xgxt/grzx","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"views/modules/yxxtOld/components/inproveInformation/medicalInsurance.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/medicalInsurance.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/medicalInsurance.vue","Vue组件","/xgxt/grzx","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"views/modules/yxxtOld/components/inproveInformation/healthInsurance.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/healthInsurance.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/accountMigration.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/accountMigration.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/accountMigration.vue","Vue组件","/xgxt/grzx","setXsxxGrxxwcqk","/yxxt/v3/xgYxXsxx/grxxwcqk/set","setXsxxGrxxwcqk"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","savezxdk","/yxxt/v3/xgYxBlzxdk/save","savezxdk"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","queryzxdk","/yxxt/v3/xgYxBlzxdk/query","queryzxdk"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","Vue组件","/xgxt/grzx","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","Vue组件","/xgxt/grzx","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","Vue组件","/xgxt/grzx","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","Vue组件","/xgxt/grzx","queryxgYxXsxx","/yxxt/v3/xgYxXsxx/query","queryxgYxXsxx"
"views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","Vue组件","/xgxt/grzx","savexgYxXsxx","/yxxt/v3/xgYxXsxx/save","savexgYxXsxx"
"views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","Vue组件","/xgxt/grzx","getCsypfbzBySfxn","/sfgl/v3/sfxmb/getCsypfbzBySfxn","getCsypfbzBySfxn"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","saveAndCreate","/yxxt/v3/xgYxZgsc/saveAndCreate","saveAndCreate"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","queryZgsc","/yxxt/v3/xgYxZgsc/query","queryZgsc"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params"
"views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","Vue组件","/xgxt/grzx","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params"
"views/modules/yxxtOld/components/inproveInformation/militarySign.vue","Vue组件","/xgxt/grzx","saveXgYxXsbydj","/yxxt/v3/xgYxXsbydj/save","saveXgYxXsbydj"
"views/modules/yxxtOld/components/inproveInformation/militarySign.vue","Vue组件","/xgxt/grzx","getXsbydj","/yxxt/v3/xgYxXsbydj/getXsbydj","getXsbydj"
"views/modules/yxxtOld/components/inproveInformation/militarySign.vue","Vue组件","/xgxt/grzx","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"/xgxt/newConsulting","路由组件","","queryZxwt","/yxxt/v3/xgYxZxwt/query","queryZxwt"
"/xgxt/newConsulting","路由组件","","clicksZxwt","/yxxt/v3/xgYxZxwt/clicks","clicksZxwt"
"/xgxt/newConsulting","路由组件","","getZxwt","/yxxt/v3/xgYxZxwt/get","getZxwt"
"/xgxt/newConsulting","路由组件","","saveZxwt","/yxxt/v3/xgYxZxwt/save","saveZxwt"
"/xgxt/studentsList","路由组件","","queryZxorSyd","/yxxt/v3/xgYxXsxx/xxgx/query","queryZxorSyd"
"/xgxt/studentsList","路由组件","","queryDzdjXxgx","/yxxt/v3/xgYxDzdj/xxgx/query","queryDzdjXxgx"
"/xgxt/requirements","路由组件","","getinfodetail","/yxxt/v3/xgYxXxfb/get","getinfodetail"
"/xgxt/requirements","路由组件","","clicksYxxx","/yxxt/v3/xgYxXxfb/clicks","clicksYxxx"
"/xgxt/requirements","路由组件","","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl"
"/xgxt/requirements","路由组件","","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"/xgxt/requirements","路由组件","","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl"
"/xgxt/greenChannel","路由组件","","","",""
"/xgxt/askQuestions","路由组件","","saveZxwt","/yxxt/v3/xgYxZxwt/save","saveZxwt"
"/xgxt/problemDetails","路由组件","","getZxwt","/yxxt/v3/xgYxZxwt/get","getZxwt"
"/xgxt/problemDetails","路由组件","","clicksZxwt","/yxxt/v3/xgYxZxwt/clicks","clicksZxwt"
"/xgxt/payQuery","路由组件","","queryXsjfqk","/sfgl/v3/xsjfqk/queryXsjfqk","queryXsjfqk"
"/xgxt/payQuery","路由组件","","getXsNeedJfxmmxByXsid","/sfgl/v3/sfxmb/getXsNeedJfxmmxByXsid","getXsNeedJfxmmxByXsid"
"/xgxt/payQuery","路由组件","","getXsJfxxByXsid","/sfgl/v3/xsjfqk/getXsJfxxByXsid","getXsJfxxByXsid"
"/xgxt/payQuery","路由组件","","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo"
"/xgxt/yxcx_xsxxcx","路由组件","","queryXCBLXX","/yxxt/v3/xgYxXsxx/xcbl/query","queryXCBLXX"
"/xgxt/yxcx_xsxxcx","路由组件","","queryNDZY","/jczy/v3/xgJczyJx01Nd/queryNj","queryNDZY"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","findxcblXsxx","/yxxt/v3/xgYxXsxx/xcbl/find","findxcblXsxx"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","queryXsjfqk","/sfgl/v3/xsjfqk/queryXsjfqk","queryXsjfqk"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","getXsNeedJfxmmxByXsid","/sfgl/v3/sfxmb/getXsNeedJfxmmxByXsid","getXsNeedJfxmmxByXsid"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","getXsJfxxByXsid","/sfgl/v3/xsjfqk/getXsJfxxByXsid","getXsJfxxByXsid"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","queryStuRzxx","/ssgl/v3/xgSsglXsrz/queryStuRzxx","queryStuRzxx"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","querySscw","/ssgl/v3/xgSsglXsrz/querySscw","querySscw"
"views/modules/yxxt_cxtj/xsxxcx-detail.vue","Vue组件","/xgxt/yxcx_xsxxcx","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey"
"/xgxt/yxcx_xsxxcxDetail","路由组件","","findxcblXsxx","/yxxt/v3/xgYxXsxx/xcbl/find","findxcblXsxx"
"/xgxt/yxcx_xsxxcxDetail","路由组件","","queryXsjfqk","/sfgl/v3/xsjfqk/queryXsjfqk","queryXsjfqk"
"/xgxt/yxcx_xsxxcxDetail","路由组件","","getXsNeedJfxmmxByXsid","/sfgl/v3/sfxmb/getXsNeedJfxmmxByXsid","getXsNeedJfxmmxByXsid"
"/xgxt/yxcx_xsxxcxDetail","路由组件","","getXsJfxxByXsid","/sfgl/v3/xsjfqk/getXsJfxxByXsid","getXsJfxxByXsid"
"/xgxt/yxcx_xsxxcxDetail","路由组件","","queryStuRzxx","/ssgl/v3/xgSsglXsrz/queryStuRzxx","queryStuRzxx"
